"";"child_id";"db_dob";"mobile_dob";"pabiq_dob_1";"pabiq_dob_2";"pabiq_dob_3";"pabiq_dob_4";"pabiq_dob_5";"pabiq_dob_6";"pabiq_dob_7";"pabiq_dob_8";"pabiq_dob_9";"pabiq_dob_10";"cdi_dob_1";"cdi_dob_2";"dob";"created_at";"updated_at";"age_at_study_entry"
"56";"1056";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 10:05:44;2021-08-03 10:10:06;14
"57";"1057";2020-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-03;2021-08-03 10:05:49;2021-08-03 10:06:13;18
"58";"1059";2020-05-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-10;2021-08-03 10:06:42;2021-08-10 13:27:41;14
"59";"1060";2020-09-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-09-03;2021-08-03 10:08:11;2021-08-03 10:08:11;11
"60";"1061";2020-11-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-11-03;2021-08-03 10:09:23;2021-08-03 10:09:23;9
"61";"1062";2020-06-25;NA;2019-12-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-19;2021-08-03 10:10:33;2022-01-25 09:14:17;19
"62";"1063";2020-08-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-03;2021-08-03 10:10:43;2021-08-03 10:10:43;12
"63";"1064";2019-12-03;NA;2019-12-14;2019-12-14;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-14;NA;2019-12-14;2021-08-03 10:11:03;2021-08-03 10:11:03;19
"64";"1065";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 10:11:16;2021-08-03 10:11:32;14
"65";"1066";2015-12-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-12-03;2021-08-03 10:11:48;2021-08-03 10:11:48;68
"66";"1067";2019-11-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-03;2021-08-03 10:12:29;2021-08-03 10:12:50;21
"67";"1068";2020-01-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-10;2021-08-03 10:14:14;2023-10-27 16:39:39;18
"68";"1069";2019-12-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-03;2021-08-03 10:15:19;2021-08-03 10:15:19;20
"69";"1070";2020-11-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-11-03;2021-08-03 10:17:34;2021-08-03 10:17:34;9
"70";"1072";2020-09-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-09-03;2021-08-03 10:18:48;2021-08-03 10:18:48;11
"71";"1074";2020-02-03;NA;2020-02-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-14;NA;2020-02-14;2021-08-03 10:22:29;2021-08-03 10:26:22;17
"72";"1075";2020-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-03;2021-08-03 10:22:37;2021-08-03 10:22:37;10
"73";"1076";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 10:25:16;2021-08-03 10:25:26;14
"74";"1077";2020-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-03;2021-08-03 10:27:51;2021-08-03 10:27:51;18
"75";"1078";2021-07-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-07-03;2021-08-03 10:28:20;2021-08-03 10:28:42;1
"76";"1079";2020-04-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-04-03;2021-08-03 10:29:57;2021-08-03 10:29:57;16
"77";"1080";2021-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-06-03;2021-08-03 10:31:33;2021-08-03 10:31:33;2
"78";"1081";2020-12-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-12-03;2021-08-03 10:33:21;2021-08-03 10:33:21;8
"79";"1082";2019-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-03;2021-08-03 10:34:53;2021-08-03 10:35:50;22
"80";"1083";2021-05-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-05-03;2021-08-03 10:37:38;2021-08-03 10:37:38;3
"81";"1084";2021-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-03;2021-08-03 10:37:44;2021-08-03 10:37:49;6
"82";"1085";2020-03-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-03;2021-08-03 10:40:21;2021-08-03 10:40:21;17
"83";"1086";2019-11-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-03;2021-08-03 10:41:05;2021-08-03 10:41:16;21
"84";"1087";2019-12-03;NA;2019-12-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-01;NA;2019-12-01;2021-08-03 10:44:07;2021-08-03 10:44:27;20
"85";"1088";2020-12-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-12-03;2021-08-03 10:44:43;2021-08-03 10:45:31;8
"86";"1089";2018-03-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-03-03;2021-08-03 10:45:23;2021-08-03 10:45:23;41
"87";"1090";2021-04-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-04-03;2021-08-03 10:45:36;2021-08-03 10:45:49;4
"88";"1091";2020-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-03;2021-08-03 10:46:47;2021-08-03 10:46:47;18
"89";"1092";2020-04-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-04-03;2021-08-03 10:47:45;2021-08-03 10:47:45;16
"90";"1093";2021-02-03;NA;2021-01-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-01-26;NA;2021-01-26;2021-08-03 10:50:05;2021-08-03 10:50:20;6
"91";"1094";2019-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-03;2021-08-03 10:50:41;2021-08-03 10:50:41;22
"92";"1095";2019-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-03;2021-08-03 10:51:30;2021-08-03 10:51:30;22
"93";"1096";2020-09-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-09-03;2021-08-03 10:53:28;2021-08-03 10:53:28;11
"94";"1097";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 10:54:57;2021-08-03 10:54:57;14
"95";"1098";2020-11-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-11-03;2021-08-03 10:55:57;2021-08-03 10:55:57;9
"96";"1099";2020-09-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-09-03;2021-08-03 10:56:46;2021-08-03 10:56:46;11
"97";"1100";2020-01-03;NA;2020-01-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-08;NA;2020-01-08;2021-08-03 10:56:48;2021-08-03 10:57:01;18
"98";"1101";2021-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-03;2021-08-03 10:58:58;2021-08-03 10:59:09;6
"99";"1102";2020-01-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-03;2021-08-03 10:59:34;2021-08-03 10:59:34;19
"100";"1103";2019-10-07;NA;2019-09-22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-09-22;2021-08-03 10:59:47;2021-08-07 18:23:59;22
"101";"1104";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 11:02:20;2021-08-03 11:02:30;14
"102";"1105";2020-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-03;2021-08-03 11:02:20;2021-08-03 11:02:33;18
"103";"1106";2020-09-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-09-03;2021-08-03 11:03:00;2021-08-03 11:03:06;11
"104";"1107";2021-03-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-03;2021-08-03 11:04:30;2021-08-03 11:04:51;5
"105";"1108";2020-07-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-03;2021-08-03 11:05:05;2021-08-03 11:05:05;13
"106";"1109";2019-09-05;NA;2019-08-25;2019-08-25;NA;NA;NA;NA;NA;NA;NA;NA;2019-08-25;NA;2019-08-25;2021-08-03 11:06:17;2021-08-05 13:29:27;23
"107";"1110";2021-05-01;NA;2020-07-23;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-23;NA;2020-07-23;2021-08-03 11:07:33;2022-05-01 18:33:47;12
"108";"1111";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 11:08:00;2021-08-03 11:08:08;14
"109";"1112";2021-07-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-07-03;2021-08-03 11:12:45;2021-08-03 11:12:45;1
"110";"1113";2020-05-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-03;2021-08-03 11:13:48;2021-08-03 11:13:48;15
"111";"1114";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 11:15:18;2021-08-03 11:15:18;14
"112";"1115";2020-02-07;NA;2020-02-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-06;2021-08-03 11:15:38;2021-08-07 14:22:49;17
"113";"1116";2019-12-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-03;2021-08-03 11:15:53;2021-08-03 11:17:06;20
"114";"1117";2020-08-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-03;2021-08-03 11:16:31;2021-08-03 17:08:18;12
"115";"1118";2020-12-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-12-03;2021-08-03 11:17:17;2021-08-03 11:17:24;8
"116";"1119";2019-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-03;2021-08-03 11:18:26;2021-08-03 11:18:26;22
"117";"1120";2021-04-03;NA;2021-03-24;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-24;NA;2021-03-24;2021-08-03 11:20:08;2021-08-03 11:20:08;4
"118";"1123";2020-12-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-12-03;2021-08-03 11:25:55;2021-08-03 11:25:55;8
"119";"1124";2021-01-03;NA;2021-01-17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-01-03;2021-08-03 11:26:11;2021-08-03 11:26:11;7
"120";"1125";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 11:27:26;2021-08-03 11:28:48;14
"121";"1126";2019-11-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-03;2021-08-03 11:28:32;2021-08-03 11:28:32;21
"122";"1127";2019-11-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-30;2021-08-03 11:29:42;2021-09-30 07:34:49;20
"123";"1128";2020-08-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-01;2021-08-03 11:32:11;2021-11-01 14:14:16;12
"124";"1129";2020-08-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-03;2021-08-03 11:32:16;2021-08-03 11:32:16;12
"125";"1130";2021-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-03;2021-08-03 11:33:38;2021-08-03 11:33:38;6
"126";"1131";2020-08-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-04;2021-08-03 11:33:44;2022-07-26 16:27:05;11
"127";"1132";2019-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-03;2021-08-03 11:37:22;2021-08-03 11:37:22;22
"128";"1133";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 11:39:12;2021-08-03 11:39:12;14
"129";"1134";2021-03-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-03;2021-08-03 11:40:15;2021-08-03 11:40:15;5
"130";"1135";2019-10-03;NA;2019-09-23;2019-09-23;2019-09-23;NA;NA;NA;NA;NA;NA;NA;2019-09-23;NA;2019-09-23;2021-08-03 11:44:50;2021-08-03 11:44:50;22
"131";"1136";2019-11-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-03;2021-08-03 11:47:23;2021-08-03 11:47:23;21
"132";"1137";2020-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-03;2021-08-03 11:47:43;2021-08-03 11:47:43;10
"133";"1138";2019-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-03;2021-08-03 11:47:46;2021-08-03 12:01:45;22
"134";"1139";2019-11-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-03;2021-08-03 11:47:48;2021-08-03 11:58:29;21
"135";"1140";2021-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-03;2021-08-03 11:48:58;2021-08-03 11:48:58;6
"136";"1141";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 11:51:18;2021-08-03 11:51:18;14
"137";"1142";2020-08-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-03;2021-08-03 11:52:26;2021-08-03 11:52:26;12
"138";"1143";2019-09-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-09-03;2021-08-03 11:52:35;2021-08-03 11:52:35;23
"139";"1144";2020-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-03;2021-08-03 11:54:09;2021-08-03 11:54:09;14
"140";"1145";2018-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-10-03;2021-08-03 11:54:54;2021-08-03 11:55:02;34
"141";"1146";2021-05-03;2021-05-03;2021-04-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-04-29;NA;2021-04-29;2021-08-03 11:59:01;2021-08-03 12:05:31;3
"142";"1147";2020-01-03;NA;2020-01-17;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-17;NA;2020-01-17;2021-08-03 12:00:33;2021-08-03 12:03:00;18
"143";"1148";2020-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-03;2021-08-03 12:01:49;2021-08-03 12:01:56;18
"144";"1149";2021-03-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-03;2021-08-03 12:02:50;2021-08-03 12:02:50;5
"145";"1150";2020-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-03;2021-08-03 12:03:26;2021-08-03 12:03:26;10
"146";"1151";2020-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-03;2021-08-03 12:04:34;2021-08-03 12:14:54;10
"147";"1152";2019-09-04;NA;2019-08-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-08-28;NA;2019-08-28;2021-08-03 12:05:09;2021-08-04 20:19:06;23
"148";"1153";2018-12-03;2018-12-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-12-03;2021-08-03 12:05:21;2021-08-03 12:05:21;32
"149";"1154";2019-11-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-03;2021-08-03 12:05:27;2021-08-03 12:05:27;21
"150";"1155";2019-09-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-09-03;2021-08-03 12:05:31;2021-08-03 12:05:31;23
"151";"1156";2020-07-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-03;2021-08-03 12:08:04;2021-08-03 12:09:39;13
"152";"1157";2020-03-17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-17;2021-08-03 12:12:41;2021-11-17 16:16:35;16
